Date,price,VIX,TNX,returns,momentum_20,realised_vol_20,ma_50,trend,vol_adj_mom,yield_change,trend_strength,market_regime,trend_direction
2024-10-30,569.798828125,20.350000381469727,4.265999794006348,-0.003025231334937817,0.01960055346593892,0.00561062448456841,557.5273205566406,0.022010594128566534,3.492848375695687,-0.008000373840332031,0.022010594128566534,chop,1.0
2024-10-31,558.6289672851562,23.15999984741211,4.283999919891357,-0.019603165693758418,0.0014441901844961524,0.007248585450688717,557.7185803222657,0.0016323411035804771,0.1992100368109949,0.018000125885009766,0.0016323411035804771,chop,1.0
2024-11-01,560.9867553710938,21.8799991607666,4.361000061035156,0.004220669216986606,-0.003385766357507425,0.007008609560238516,558.0431823730469,0.0052748122206770776,-0.48301782409007915,0.07700014114379883,0.0052748122206770776,chop,1.0
2024-11-04,559.7783203125,21.979999542236328,4.309000015258789,-0.002154124044861594,0.003539971743252268,0.00671150289629416,558.2278503417969,0.002777485877413339,0.527369864556277,-0.05200004577636719,0.002777485877413339,chop,1.0
2024-11-05,566.5470581054688,20.489999771118164,4.289000034332275,0.012091818399094123,0.006158588198720283,0.00692521277387901,558.5741418457031,0.014273693790085968,0.8891710953417878,-0.019999980926513672,0.014273693790085968,chop,1.0
2024-11-06,580.6346435546875,16.270000457763672,4.426000118255615,0.02486569341005418,0.024084361199643967,0.008746772240773672,559.1871008300782,0.0383548595680619,2.753199390284297,0.13700008392333984,0.0383548595680619,trend,1.0
2024-11-07,585.1240844726562,15.199999809265137,4.341000080108643,0.007731954969968813,0.03381165782912854,0.008833469303776677,559.9537072753906,0.04495081802340251,3.827242663537727,-0.08500003814697266,0.04495081802340251,trend,1.0
2024-11-08,587.6588134765625,14.9399995803833,4.306000232696533,0.004331951241061338,0.03210964230454483,0.008798858733576971,560.7700280761719,0.04794975489798853,3.6488815646581276,-0.034999847412109375,0.04794975489798853,trend,1.0
2024-11-11,588.2186279296875,14.970000267028809,4.308000087738037,0.0009526181523820121,0.024712398942897673,0.008662608645634923,561.4931420898438,0.04759717231874473,2.8524371256484193,0.0019998550415039062,0.04759717231874473,trend,1.0
2024-11-12,586.3914184570312,14.710000038146973,4.432000160217285,-0.003106344114070958,0.029528451980902926,0.008467415892766932,562.4069311523438,0.04264614459061604,3.4868920415356377,0.12400007247924805,0.04264614459061604,trend,1.0
2024-11-13,586.6763305664062,14.020000457763672,4.451000213623047,0.0004858735997956831,0.025571139898346695,0.008442842111698642,563.3485522460937,0.041409138671438334,3.028377314506958,0.01900005340576172,0.041409138671438334,trend,1.0
2024-11-14,582.9039306640625,14.3100004196167,4.418000221252441,-0.00643012118573405,0.018888863284103774,0.008615987479240474,564.2409729003906,0.03307621860166932,2.1920495219019043,-0.03299999237060547,0.03307621860166932,chop,1.0
2024-11-15,575.4376831054688,16.139999389648438,4.427999973297119,-0.012808710262234735,0.0019842069033608745,0.009113956848090363,565.1652575683594,0.018175967824538244,0.2176869223222464,0.009999752044677734,0.018175967824538244,chop,1.0
2024-11-18,577.7954711914062,15.579999923706056,4.414000034332275,0.004097382140865635,0.007744749542466511,0.00914524500474275,566.0181909179687,0.020807246944373206,0.8467682134526795,-0.01399993896484375,0.020807246944373206,chop,1.0
2024-11-19,579.9076538085938,16.350000381469727,4.379000186920166,0.0036555887377105467,0.011965989481151018,0.009170080822156684,566.8667504882812,0.023005235902581134,1.304752374686529,-0.034999847412109375,0.023005235902581134,chop,1.0
2024-11-20,580.1041259765625,17.15999984741211,4.406000137329102,0.00033879905995104487,0.02164414775382184,0.008878764620140256,567.6089587402344,0.022013689255469527,2.437468635681018,0.026999950408935547,0.022013689255469527,chop,1.0
2024-11-21,583.2183227539062,16.8700008392334,4.432000160217285,0.005368341023434864,0.024911966826804965,0.008927594725366693,568.3219750976563,0.026211106219657103,2.7901330044725317,0.026000022888183594,0.026211106219657103,chop,1.0
2024-11-22,585.02587890625,15.239999771118164,4.409999847412109,0.003099278746608425,0.028443653788585266,0.00892804073917952,569.0139453125,0.028139791169716037,3.185521784414988,-0.02200031280517578,0.028139791169716037,chop,1.0
